"E","tau","tp","nn","lib_column","target_column","lib_size","num_pred","rho","mae","rmse","direction"
2,1,-100,3,"Airspeed","Altitude",7461,7461,0.621484822121276,1606.49334203356,2333.31483911461,"Airspeed xmap Altitude"
2,1,-100,3,"Pitch","Altitude",7461,7461,0.42030615912424,1983.76933686334,2800.24939441187,"Pitch xmap Altitude"
2,1,-100,3,"Altitude","Airspeed",7461,7461,0.612180667594243,48.1805419903444,79.6197182009709,"Altitude xmap Airspeed"
2,1,-100,3,"Pitch","Airspeed",7461,7461,0.531053956792007,57.9273255690147,86.1143896387665,"Pitch xmap Airspeed"
2,1,-100,3,"Altitude","Pitch",7461,7461,0.371167480993027,0.193675964699798,0.277816620211042,"Altitude xmap Pitch"
2,1,-100,3,"Airspeed","Pitch",7461,7461,0.665833754193969,0.140638620716459,0.210581865835968,"Airspeed xmap Pitch"
2,1,-90,3,"Airspeed","Altitude",7471,7471,0.639991264162226,1566.65205140353,2279.56406206725,"Airspeed xmap Altitude"
2,1,-90,3,"Pitch","Altitude",7471,7471,0.424051607348924,1976.01609123742,2791.24981342913,"Pitch xmap Altitude"
2,1,-90,3,"Altitude","Airspeed",7471,7471,0.619255285871809,47.2000146084007,78.9357298195027,"Altitude xmap Airspeed"
2,1,-90,3,"Pitch","Airspeed",7471,7471,0.540746642994661,57.4280337472917,85.2935218438126,"Pitch xmap Airspeed"
2,1,-90,3,"Altitude","Pitch",7471,7471,0.368792270275115,0.195895642120824,0.278475066266217,"Altitude xmap Pitch"
2,1,-90,3,"Airspeed","Pitch",7471,7471,0.67240839756645,0.139566214343813,0.20932905443206,"Airspeed xmap Pitch"
2,1,-80,3,"Airspeed","Altitude",7481,7481,0.658201446736253,1526.44472438886,2225.03953495152,"Airspeed xmap Altitude"
2,1,-80,3,"Pitch","Altitude",7481,7481,0.426373472114083,1972.76432835514,2785.29664285685,"Pitch xmap Altitude"
2,1,-80,3,"Altitude","Airspeed",7481,7481,0.626100908300625,46.2201129905416,78.2635130325348,"Altitude xmap Airspeed"
2,1,-80,3,"Pitch","Airspeed",7481,7481,0.551790069313926,56.8536428571045,84.3574353393881,"Pitch xmap Airspeed"
2,1,-80,3,"Altitude","Pitch",7481,7481,0.371038981508294,0.196228111188572,0.27781510466411,"Altitude xmap Pitch"
2,1,-80,3,"Airspeed","Pitch",7481,7481,0.685351440778037,0.136785185922453,0.206263004592169,"Airspeed xmap Pitch"
2,1,-70,3,"Airspeed","Altitude",7491,7491,0.675582627080754,1486.08761846918,2171.37165407368,"Airspeed xmap Altitude"
2,1,-70,3,"Pitch","Altitude",7491,7491,0.427106929672668,1972.48788686342,2782.92726923151,"Pitch xmap Altitude"
2,1,-70,3,"Altitude","Airspeed",7491,7491,0.632074018779356,45.4345183686626,77.6740637642186,"Altitude xmap Airspeed"
2,1,-70,3,"Pitch","Airspeed",7491,7491,0.564209898026617,56.2287007220904,83.3010286137913,"Pitch xmap Airspeed"
2,1,-70,3,"Altitude","Pitch",7491,7491,0.387137883741743,0.193128450872282,0.274688276193627,"Altitude xmap Pitch"
2,1,-70,3,"Airspeed","Pitch",7491,7491,0.700831550784335,0.133712411484707,0.202035959501076,"Airspeed xmap Pitch"
2,1,-60,3,"Airspeed","Altitude",7501,7501,0.691734978753919,1446.87718388886,2120.00109161186,"Airspeed xmap Altitude"
2,1,-60,3,"Pitch","Altitude",7501,7501,0.426073901389935,1974.31605763206,2784.54394642673,"Pitch xmap Altitude"
2,1,-60,3,"Altitude","Airspeed",7501,7501,0.63676498727594,44.7482436985338,77.2112523555814,"Altitude xmap Airspeed"
2,1,-60,3,"Pitch","Airspeed",7501,7501,0.578514993789612,55.515042463096,82.0791112991426,"Pitch xmap Airspeed"
2,1,-60,3,"Altitude","Pitch",7501,7501,0.428083912732075,0.186562988872901,0.266948809602204,"Altitude xmap Pitch"
2,1,-60,3,"Airspeed","Pitch",7501,7501,0.724794230437884,0.128739702813889,0.194571097534299,"Airspeed xmap Pitch"
2,1,-50,3,"Airspeed","Altitude",7511,7511,0.706246796967553,1408.84259739407,2072.58557021927,"Airspeed xmap Altitude"
2,1,-50,3,"Pitch","Altitude",7511,7511,0.423367215280193,1978.56974036614,2789.85469380228,"Pitch xmap Altitude"
2,1,-50,3,"Altitude","Airspeed",7511,7511,0.640427250322469,44.2347285613355,76.8543307005552,"Altitude xmap Airspeed"
2,1,-50,3,"Pitch","Airspeed",7511,7511,0.594999233812092,54.6991571077194,80.6485742806449,"Pitch xmap Airspeed"
2,1,-50,3,"Altitude","Pitch",7511,7511,0.486882618420601,0.175193784968255,0.254902224349258,"Altitude xmap Pitch"
2,1,-50,3,"Airspeed","Pitch",7511,7511,0.756875839925513,0.122228567169175,0.183560017519559,"Airspeed xmap Pitch"
2,1,-40,3,"Airspeed","Altitude",7521,7521,0.718881767392179,1372.59626736493,2030.36495798588,"Airspeed xmap Altitude"
2,1,-40,3,"Pitch","Altitude",7521,7521,0.419377838261043,1985.48149581273,2798.0439525082,"Pitch xmap Altitude"
2,1,-40,3,"Altitude","Airspeed",7521,7521,0.643667072174545,43.8498512290211,76.5490848033132,"Altitude xmap Airspeed"
2,1,-40,3,"Pitch","Airspeed",7521,7521,0.614119723274255,53.6930678241073,78.9498520260527,"Pitch xmap Airspeed"
2,1,-40,3,"Altitude","Pitch",7521,7521,0.578431583971096,0.158590846245629,0.232932304090482,"Altitude xmap Pitch"
2,1,-40,3,"Airspeed","Pitch",7521,7521,0.809034421043523,0.111210102401179,0.163593370628684,"Airspeed xmap Pitch"
2,1,-30,3,"Airspeed","Altitude",7531,7531,0.72952588495757,1341.11344470008,1994.16816954365,"Airspeed xmap Altitude"
2,1,-30,3,"Pitch","Altitude",7531,7531,0.413974508197846,1994.46009380479,2809.51120096323,"Pitch xmap Altitude"
2,1,-30,3,"Altitude","Airspeed",7531,7531,0.647379303241679,43.4708959317093,76.2022266165126,"Altitude xmap Airspeed"
2,1,-30,3,"Pitch","Airspeed",7531,7531,0.635191267712764,52.5365696547267,77.0196988057353,"Pitch xmap Airspeed"
2,1,-30,3,"Altitude","Pitch",7531,7531,0.68154597029553,0.137499749724717,0.204436753700115,"Altitude xmap Pitch"
2,1,-30,3,"Airspeed","Pitch",7531,7531,0.865186146171609,0.0945562702722835,0.138200084138028,"Airspeed xmap Pitch"
2,1,-20,3,"Airspeed","Altitude",7541,7541,0.738334934931532,1315.62180815661,1963.7997086516,"Airspeed xmap Altitude"
2,1,-20,3,"Pitch","Altitude",7541,7541,0.407541466171858,2004.04737502658,2823.4893248793,"Pitch xmap Altitude"
2,1,-20,3,"Altitude","Airspeed",7541,7541,0.652386922289458,43.1134120436982,75.7241947566693,"Altitude xmap Airspeed"
2,1,-20,3,"Pitch","Airspeed",7541,7541,0.657978881770777,51.1938670151567,74.8509640736709,"Pitch xmap Airspeed"
2,1,-20,3,"Altitude","Pitch",7541,7541,0.767693359631684,0.112873766692207,0.176640533708951,"Altitude xmap Pitch"
2,1,-20,3,"Airspeed","Pitch",7541,7541,0.911858145957907,0.0760406380297425,0.1127741984317,"Airspeed xmap Pitch"
2,1,-10,3,"Airspeed","Altitude",7551,7551,0.745746515700582,1295.4808922986,1937.99195281201,"Airspeed xmap Altitude"
2,1,-10,3,"Pitch","Altitude",7551,7551,0.400900534052477,2013.0195138116,2838.33280509304,"Pitch xmap Altitude"
2,1,-10,3,"Altitude","Airspeed",7551,7551,0.659393091668267,42.651851500007,75.0360479501695,"Altitude xmap Airspeed"
2,1,-10,3,"Pitch","Airspeed",7551,7551,0.681846276901683,49.7063785602391,72.4759057400757,"Pitch xmap Airspeed"
2,1,-10,3,"Altitude","Pitch",7551,7551,0.820111116674176,0.0930851585664653,0.157231814690746,"Altitude xmap Pitch"
2,1,-10,3,"Airspeed","Pitch",7551,7551,0.926182457591448,0.0663505880358754,0.103844192138116,"Airspeed xmap Pitch"
2,1,0,3,"Airspeed","Altitude",7560,7560,0.752294164730226,1278.1459151754,1914.57870116833,"Airspeed xmap Altitude"
2,1,0,3,"Pitch","Altitude",7560,7560,0.394235194810789,2020.36168397831,2853.13756178337,"Pitch xmap Altitude"
2,1,0,3,"Altitude","Airspeed",7560,7560,0.666839015355171,41.971427903676,74.2767600851813,"Altitude xmap Airspeed"
2,1,0,3,"Pitch","Airspeed",7560,7560,0.70410360268063,48.1155753709877,70.1698416891842,"Pitch xmap Airspeed"
2,1,0,3,"Altitude","Pitch",7560,7560,0.823854285767408,0.0933416638945641,0.155788057101644,"Altitude xmap Pitch"
2,1,0,3,"Airspeed","Pitch",7560,7560,0.895942747384069,0.0780129056362781,0.122108852080312,"Airspeed xmap Pitch"
2,1,10,3,"Airspeed","Altitude",7550,7550,0.756372089655432,1264.98189552899,1894.41102590095,"Airspeed xmap Altitude"
2,1,10,3,"Pitch","Altitude",7550,7550,0.384134140381614,2026.40446415262,2867.30893740534,"Pitch xmap Altitude"
2,1,10,3,"Altitude","Airspeed",7550,7550,0.67639262028124,40.5559152996806,72.6759450158603,"Altitude xmap Airspeed"
2,1,10,3,"Pitch","Airspeed",7550,7550,0.723956458254451,46.4135911790173,67.4505903173171,"Pitch xmap Airspeed"
2,1,10,3,"Altitude","Pitch",7550,7550,0.782489689881379,0.111449572459248,0.171675157795908,"Altitude xmap Pitch"
2,1,10,3,"Airspeed","Pitch",7550,7550,0.826139994905011,0.103404814230372,0.155371943287135,"Airspeed xmap Pitch"
2,1,20,3,"Airspeed","Altitude",7540,7540,0.75990834204449,1255.25656755214,1875.78178457278,"Airspeed xmap Altitude"
2,1,20,3,"Pitch","Altitude",7540,7540,0.373982619183568,2031.15584329509,2880.84450628969,"Pitch xmap Altitude"
2,1,20,3,"Altitude","Airspeed",7540,7540,0.688047191864588,39.2477459826355,70.7815304660543,"Altitude xmap Airspeed"
2,1,20,3,"Pitch","Airspeed",7540,7540,0.740885844259868,44.6493912345701,64.9325604232859,"Pitch xmap Airspeed"
2,1,20,3,"Altitude","Pitch",7540,7540,0.70672839111896,0.131497556048871,0.197303436284588,"Altitude xmap Pitch"
2,1,20,3,"Airspeed","Pitch",7540,7540,0.739185348288469,0.127492392854964,0.187949277197099,"Airspeed xmap Pitch"
2,1,30,3,"Airspeed","Altitude",7530,7530,0.762195021536479,1252.16434993087,1861.38351084342,"Airspeed xmap Altitude"
2,1,30,3,"Pitch","Altitude",7530,7530,0.366559755916864,2033.06408952674,2889.88860634384,"Pitch xmap Altitude"
2,1,30,3,"Altitude","Airspeed",7530,7530,0.691507201660741,38.4662615474308,69.7489095924359,"Altitude xmap Airspeed"
2,1,30,3,"Pitch","Airspeed",7530,7530,0.755733330460079,42.994315882336,62.6434836477935,"Pitch xmap Airspeed"
2,1,30,3,"Altitude","Pitch",7530,7530,0.617404755854395,0.14938770639082,0.223611819634594,"Altitude xmap Pitch"
2,1,30,3,"Airspeed","Pitch",7530,7530,0.653478150000065,0.147862146769522,0.215046834253483,"Airspeed xmap Pitch"
2,1,40,3,"Airspeed","Altitude",7520,7520,0.762420019734332,1256.77217947665,1854.32549314478,"Airspeed xmap Altitude"
2,1,40,3,"Pitch","Altitude",7520,7520,0.3644567371928,2029.17243083412,2888.61688895259,"Pitch xmap Altitude"
2,1,40,3,"Altitude","Airspeed",7520,7520,0.69347991026168,37.9875381048122,68.8862794561186,"Altitude xmap Airspeed"
2,1,40,3,"Pitch","Airspeed",7520,7520,0.769603082340884,41.4184587502303,60.4515919654312,"Pitch xmap Airspeed"
2,1,40,3,"Altitude","Pitch",7520,7520,0.526436962442283,0.164869811760967,0.247064513044687,"Altitude xmap Pitch"
2,1,40,3,"Airspeed","Pitch",7520,7520,0.584159035010675,0.163359001461297,0.234668940913452,"Airspeed xmap Pitch"
2,1,50,3,"Airspeed","Altitude",7510,7510,0.759905445278189,1270.19187413565,1857.17547262586,"Airspeed xmap Altitude"
2,1,50,3,"Pitch","Altitude",7510,7510,0.363965910810021,2027.1635712445,2884.55264376333,"Pitch xmap Altitude"
2,1,50,3,"Altitude","Airspeed",7510,7510,0.69337032833256,37.7508115211347,68.2483807858838,"Altitude xmap Airspeed"
2,1,50,3,"Pitch","Airspeed",7510,7510,0.782216514456696,40.0265317963819,58.3679522383596,"Pitch xmap Airspeed"
2,1,50,3,"Altitude","Pitch",7510,7510,0.45851312110288,0.176621812323763,0.2631206938924,"Altitude xmap Pitch"
2,1,50,3,"Airspeed","Pitch",7510,7510,0.531480216559466,0.172723441775937,0.247989573553321,"Airspeed xmap Pitch"
2,1,60,3,"Airspeed","Altitude",7500,7500,0.755181475525604,1289.26697289692,1868.42335772293,"Airspeed xmap Altitude"
2,1,60,3,"Pitch","Altitude",7500,7500,0.363430942044872,2029.97832157503,2879.67700039217,"Pitch xmap Altitude"
2,1,60,3,"Altitude","Airspeed",7500,7500,0.690951342720223,37.8525603170001,67.8853596603351,"Altitude xmap Airspeed"
2,1,60,3,"Pitch","Airspeed",7500,7500,0.789693196725538,39.1088522889706,56.9464239698901,"Pitch xmap Airspeed"
2,1,60,3,"Altitude","Pitch",7500,7500,0.42095727361602,0.183799217982579,0.272085390768307,"Altitude xmap Pitch"
2,1,60,3,"Airspeed","Pitch",7500,7500,0.480967294260411,0.178167278644003,0.260094728700661,"Airspeed xmap Pitch"
2,1,70,3,"Airspeed","Altitude",7490,7490,0.747116196604738,1316.33776392396,1891.02554218917,"Airspeed xmap Altitude"
2,1,70,3,"Pitch","Altitude",7490,7490,0.362431250535229,2035.92136931472,2875.43892271351,"Pitch xmap Altitude"
2,1,70,3,"Altitude","Airspeed",7490,7490,0.685827436288679,38.2522097024544,67.7657928147137,"Altitude xmap Airspeed"
