199.267 5.4881
197.762 5.6533
196.246 5.81734
194.737 5.97799
193.22 6.13703
191.745 6.28921
190.135 6.4526
188.529 6.61272
186.929 6.76939
185.419 6.9147
183.913 7.05713
182.279 7.20875
180.693 7.35313
179.189 7.48753
177.68 7.61983
176.164 7.75016
174.667 7.87643
173.052 8.00984
171.446 8.13973
169.947 8.25835
168.333 8.38324
166.649 8.51053
165.14 8.62197
163.636 8.73051
162.111 8.83805
160.522 8.94731
159.005 9.04904
157.49 9.14813
155.987 9.24392
154.506 9.33586
152.973 9.42844
151.365 9.52282
149.758 9.61427
148.247 9.69769
146.774 9.77658
145.261 9.85507
143.713 9.9328
142.073 10.0123
140.541 10.0838
138.927 10.1563
137.314 10.226
135.743 10.2911
134.123 10.3553
132.596 10.4132
131.012 10.4706
129.383 10.5267
127.997 10.5721
126.478 10.6195
124.984 10.6635
123.454 10.7061
121.978 10.7448
120.457 10.7821
118.947 10.8166
117.332 10.8507
115.833 10.8798
114.323 10.9066
112.812 10.9309
111.204 10.954
109.714 10.9728
108.193 10.9896
106.611 11.0042
105.008 11.0163
103.406 11.0255
101.893 11.0316
100.381 11.0352
98.878 11.0362
97.3705 11.0348
95.7788 11.0305
94.1619 11.0234
92.5607 11.0134
90.9587 11.0006
89.3567 10.985
87.7546 10.9665
86.1498 10.9452
84.547 10.9211
82.9397 10.894
81.5067 10.8675
80.0089 10.8373
78.4989 10.8044
76.9918 10.7691
75.3773 10.7285
73.8768 10.6881
72.267 10.642
70.765 10.5965
69.2501 10.548
67.6434 10.4939
66.0431 10.4371
64.4403 10.3774
62.9275 10.3184
61.44 10.258
59.9171 10.1936
58.4069 10.1272
56.8968 10.0583
55.3992 9.98748
53.9034 9.91428
52.3862 9.8375
50.8743 9.75847
49.2552 9.67104
47.6266 9.58018
46.2402 9.50052
44.7368 9.41174
43.1539 9.31558
41.6124 9.21926
40.1063 9.12263
38.6162 9.02456
37.1034 8.9225
35.5988 8.81848
34.0828 8.71114
32.5743 8.60181
31.0711 8.49038
29.4627 8.36839
27.9625 8.25202
26.4679 8.13362
24.9309 8.00929
23.4376 7.886
21.9311 7.75912
20.3286 7.62142
18.823 7.48945
17.1865 7.34318
15.8011 7.21703
14.1905 7.06772
12.6001 6.91748
11.0885 6.77209
9.56991 6.62349
8.06871 6.47409
6.55191 6.32062
5.04691 6.16582
3.538 6.00812
3.538 6.00812
1.91769 5.83597
0.415453 5.67378
